Date,Match name,Map,Winner,Winner race,Loser,Loser race
2020-11-21,Washed Up League/Season 3/Division 2#ID55_carsoNNN_vs_lnclnerator_on_Turtle_Rock_in_Semifinals_Map_3,Turtle Rock,Lnclnerator,o,CarsoNNN,o
2020-11-21,Washed Up League/Season 3/Division 2#ID56_PriesT_vs_Sooo_Unreal_on_Amazonia_in_Semifinals_Map_3,Amazonia,Sooo Unreal,h,PriesT,h
2020-11-21,Washed Up League/Season 3/Division 2#ID56_PriesT_vs_Sooo_Unreal_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,PriesT,h,Sooo Unreal,h
2020-11-21,Washed Up League/Season 3/Division 2#ID56_PriesT_vs_Sooo_Unreal_on_Turtle_Rock_in_Semifinals_Map_2,Turtle Rock,Sooo Unreal,h,PriesT,h
2020-11-21,Washed Up League/Season 3/Division 2#ID57_lnclnerator_vs_Sooo_Unreal_on_Amazonia_in_Finals_Map_2,Amazonia,Sooo Unreal,h,Lnclnerator,o
2020-11-21,Washed Up League/Season 3/Division 2#ID57_lnclnerator_vs_Sooo_Unreal_on_Northern_Isles_in_Finals_Map_1,Northern Isles,Sooo Unreal,h,Lnclnerator,o
2020-11-22,Cyber Union Tournament#ID10_SDmK_vs_atheistP_on_Northern_Isles_in_Group_A_Group_A_Map_1,Northern Isles,SDmK,u,AtheistP,h
2020-11-22,Cyber Union Tournament#ID1_MisterWinner_vs_SDmK_on_Amazonia_in_Group_A_Group_A_Map_1,Amazonia,MisterWinner,h,SDmK,u
2020-11-22,Cyber Union Tournament#ID34_MisterWinner_vs_SDmK_on_Last_Refuge_in_Semifinals_Map_1,Last Refuge,SDmK,u,MisterWinner,h
2020-11-22,Cyber Union Tournament#ID36_SDmK_vs_MisterWinner_on_Northern_Isles_in_Losers'_Finals_Map_1,Northern Isles,SDmK,u,MisterWinner,h
2020-11-22,Cyber Union Tournament#ID37_Arma_vs_SDmK_on_Terenas_Stand_LV_in_Grand_Finals_Map_1,Terenas Stand LV,SDmK,u,Arma,o
2020-11-22,Cyber Union Tournament#ID4_atheistP_vs_MisterWinner_on_Amazonia_in_Group_A_Group_A_Map_1,Amazonia,MisterWinner,h,AtheistP,h
2020-11-22,DreamHack Open/2020/Winter Season/America/Closed Qualifier#ID10_Deuce_vs_Pokey_on_Concealed_Hill_in_Losers'_Round_2_Map_3,Concealed Hill,Deuce,u,Pokey,n
2020-11-22,DreamHack Open/2020/Winter Season/America/Closed Qualifier#ID10_Deuce_vs_Pokey_on_Last_Refuge_in_Losers'_Round_2_Map_2,Last Refuge,Deuce,u,Pokey,n
2020-11-22,DreamHack Open/2020/Winter Season/America/Closed Qualifier#ID10_Deuce_vs_Pokey_on_Northern_Isles_in_Losers'_Round_2_Map_1,Northern Isles,Deuce,u,Pokey,n
2020-11-22,DreamHack Open/2020/Winter Season/America/Closed Qualifier#ID7_aeb_vs_Ceron_on_Amazonia_in_Losers'_Round_1_Map_2,Amazonia,Ceron,n,Aeb,u
2020-11-22,DreamHack Open/2020/Winter Season/America/Closed Qualifier#ID7_aeb_vs_Ceron_on_Terenas_Stand_LV_in_Losers'_Round_1_Map_1,Terenas Stand LV,Ceron,n,Aeb,u
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID13_Soin_vs_Alice_on_Last_Refuge_in_Losers'_Round_1_Map_2,Last Refuge,Soin,o,Alice,n
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID13_Soin_vs_Alice_on_Twisted_Meadows_in_Losers'_Round_1_Map_1,Twisted Meadows,Soin,o,Alice,n
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID17_ThundeR_vs_Soin_on_Echo_Isles_in_Losers'_Round_2_Map_3,Echo Isles,Soin,o,ThundeR,h
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID17_ThundeR_vs_Soin_on_Last_Refuge_in_Losers'_Round_2_Map_1,Last Refuge,Soin,o,ThundeR,h
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID17_ThundeR_vs_Soin_on_Northern_Isles_in_Losers'_Round_2_Map_2,Northern Isles,Soin,o,ThundeR,h
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID20_Fortitude_vs_Sini_on_Amazonia_in_Losers'_Round_2_Map_3,Amazonia,Fortitude,h,Sini,n
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID20_Fortitude_vs_Sini_on_Concealed_Hill_in_Losers'_Round_2_Map_2,Concealed Hill,Sini,n,Fortitude,h
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID20_Fortitude_vs_Sini_on_Last_Refuge_in_Losers'_Round_2_Map_1,Last Refuge,Fortitude,h,Sini,n
2020-11-22,DreamHack Open/2020/Winter Season/Asia/Closed Qualifier#ID20_Fortitude_vs_Sini_on_Northern_Isles_in_Losers'_Round_2_Map_4,Northern Isles,Fortitude,h,Sini,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID13_SaiDe_vs_Starshaped_on_Amazonia_in_Losers'_Round_1_Map_2,Amazonia,Starshaped,n,SaiDe,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID13_SaiDe_vs_Starshaped_on_Concealed_Hill_in_Losers'_Round_1_Map_3,Concealed Hill,SaiDe,n,Starshaped,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID13_SaiDe_vs_Starshaped_on_Last_Refuge_in_Losers'_Round_1_Map_1,Last Refuge,SaiDe,n,Starshaped,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID16_Please_vs_Edo_on_Concealed_Hill_in_Losers'_Round_1_Map_1,Concealed Hill,Please,n,Edo,u
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID16_Please_vs_Edo_on_Echo_Isles_in_Losers'_Round_1_Map_2,Echo Isles,Please,n,Edo,u
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID17_ThorZaIN_vs_SaiDe_on_Amazonia_in_Losers'_Round_2_Map_4,Amazonia,ThorZaIN,h,SaiDe,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID17_ThorZaIN_vs_SaiDe_on_Concealed_Hill_in_Losers'_Round_2_Map_2,Concealed Hill,SaiDe,n,ThorZaIN,h
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID17_ThorZaIN_vs_SaiDe_on_Last_Refuge_in_Losers'_Round_2_Map_1,Last Refuge,ThorZaIN,h,SaiDe,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID17_ThorZaIN_vs_SaiDe_on_Northern_Isles_in_Losers'_Round_2_Map_3,Northern Isles,ThorZaIN,h,SaiDe,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID18_Paladyn_vs_RaZZoRMaN_on_Amazonia_in_Losers'_Round_2_Map_1,Amazonia,Paladyn,n,RaZZoRMaN,o
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID18_Paladyn_vs_RaZZoRMaN_on_Echo_Isles_in_Losers'_Round_2_Map_3,Echo Isles,Paladyn,n,RaZZoRMaN,o
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID18_Paladyn_vs_RaZZoRMaN_on_Twisted_Meadows_in_Losers'_Round_2_Map_2,Twisted Meadows,Paladyn,n,RaZZoRMaN,o
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID19_TGW_vs_EnTe_on_Concealed_Hill_in_Losers'_Round_2_Map_3,Concealed Hill,TGW,u,EnTe,u
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID19_TGW_vs_EnTe_on_Northern_Isles_in_Losers'_Round_2_Map_2,Northern Isles,TGW,u,EnTe,u
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID19_TGW_vs_EnTe_on_Terenas_Stand_LV_in_Losers'_Round_2_Map_1,Terenas Stand LV,TGW,u,EnTe,u
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID20_Sonik_vs_Please_on_Amazonia_in_Losers'_Round_2_Map_3,Amazonia,Sonik,n,Please,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID20_Sonik_vs_Please_on_Concealed_Hill_in_Losers'_Round_2_Map_2,Concealed Hill,Sonik,n,Please,n
2020-11-22,DreamHack Open/2020/Winter Season/Europe/Closed Qualifier#ID20_Sonik_vs_Please_on_Last_Refuge_in_Losers'_Round_2_Map_1,Last Refuge,Sonik,n,Please,n
2020-11-22,Pandaria Solo League/Season 3/Division 1#ID10_Seal_vs_InsoliTe_on_Concealed_Hill_in_Regular_season_Week_3_Map_3,Concealed Hill,Seal,o,InsoliTe,u
2020-11-22,Pandaria Solo League/Season 3/Division 1#ID10_Seal_vs_InsoliTe_on_Last_Refuge_in_Regular_season_Week_3_Map_2,Last Refuge,InsoliTe,u,Seal,o
2020-11-22,Pandaria Solo League/Season 3/Division 1#ID10_Seal_vs_InsoliTe_on_Northern_Isles_in_Regular_season_Week_3_Map_1,Northern Isles,Seal,o,InsoliTe,u
2020-11-22,Pandaria Solo League/Season 3/Division 1#ID9_SeTh_vs_DesTr0_on_Concealed_Hill_in_Regular_season_Week_3_Map_2,Concealed Hill,SeTh,n,DesTr0,h
2020-11-22,Pandaria Solo League/Season 3/Division 1#ID9_SeTh_vs_DesTr0_on_Northern_Isles_in_Regular_season_Week_3_Map_1,Northern Isles,SeTh,n,DesTr0,h
2020-11-22,Pandaria Solo League/Season 3/Division 2#ID12_Nujabes_vs_DrK_on_Amazonia_in_Regular_season_Week_3_Map_3,Amazonia,Nujabes,h,DrK,o
2020-11-22,Pandaria Solo League/Season 3/Division 2#ID12_Nujabes_vs_DrK_on_Echo_Isles_in_Regular_season_Week_3_Map_2,Echo Isles,Nujabes,h,DrK,u
2020-11-22,Pandaria Solo League/Season 3/Division 2#ID12_Nujabes_vs_DrK_on_Last_Refuge_in_Regular_season_Week_3_Map_1,Last Refuge,DrK,u,Nujabes,h
2020-11-22,Pandaria Solo League/Season 3/Division 2#ID6_Evocore_vs_Rackanitsu_on_Last_Refuge_in_Regular_season_Week_2_Map_2,Last Refuge,Evocore,n,Rackanitsu,h
2020-11-22,War3Lovers Solo League/3#ID25_Takulla_vs_Sauce_(American_player)_on_Concealed_Hill_in_Group_B_Week_2_Map_1,Concealed Hill,Takulla,o,Sauce (American player),u
2020-11-22,War3Lovers Solo League/3#ID25_Takulla_vs_Sauce_(American_player)_on_Last_Refuge_in_Group_B_Week_2_Map_2,Last Refuge,Takulla,h,Sauce (American player),u
2020-11-22,War3Lovers Solo League/3#ID27_TnT600X_vs_Photonman24_on_Echo_Isles_in_Group_B_Week_2_Map_2,Echo Isles,Photonman24,u,TnT600X,o
2020-11-22,War3Lovers Solo League/3#ID27_TnT600X_vs_Photonman24_on_Last_Refuge_in_Group_B_Week_2_Map_1,Last Refuge,Photonman24,u,TnT600X,o
2020-11-23,ESL Pro Series Germany/2020/Season 2#ID25_ToM_vs_EnTe_on_Concealed_Hill_in_Group_A_Week_9_Map_1,Concealed Hill,EnTe,u,ToM,o
2020-11-23,ESL Pro Series Germany/2020/Season 2#ID25_ToM_vs_EnTe_on_Last_Refuge_in_Group_A_Week_9_Map_2,Last Refuge,EnTe,u,ToM,o
2020-11-23,ESL Pro Series Germany/2020/Season 2#ID26_Rigety_vs_Kevin_on_Concealed_Hill_in_Group_A_Week_9_Map_2,Concealed Hill,Kevin,n,Rigety,o
2020-11-23,ESL Pro Series Germany/2020/Season 2#ID26_Rigety_vs_Kevin_on_Echo_Isles_in_Group_A_Week_9_Map_1,Echo Isles,Kevin,n,Rigety,o
2020-11-23,ESL Pro Series Germany/2020/Season 2#ID27_Edo_vs_XlorD_on_Amazonia_in_Group_A_Week_9_Map_1,Amazonia,XlorD,u,Edo,u
2020-11-23,ESL Pro Series Germany/2020/Season 2#ID27_Edo_vs_XlorD_on_Northern_Isles_in_Group_A_Week_9_Map_2,Northern Isles,XlorD,u,Edo,u
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID14_Please_vs_Gonz_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,Please,n,Gonz,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID17_MisterWinner_vs_W1gan_on_Northern_Isles_in_Losers_Round_2_Map_1,Northern Isles,MisterWinner,h,W1gan,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID18_Nightmare2077_vs_Deathnote_on_Last_Refuge_in_Losers_Round_2_Map_1,Last Refuge,Deathnote,h,Nightmare2077,o
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID1_YoungUndead_vs_Inspired_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,Inspired,h,YoungUndead,u
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID21_JadeDark_vs_MisterWinner_on_Amazonia_in_Losers_Round_3_Map_1,Amazonia,MisterWinner,h,JadeDark,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID26_Gonz_vs_Deathnote_on_Terenas_Stand_LV_in_Losers_Round_4_Map_1,Terenas Stand LV,Gonz,n,Deathnote,h
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID28_MisterWinner_vs_Gonz_on_Northern_Isles_in_Losers_Round_5_Map_1,Northern Isles,MisterWinner,h,Gonz,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID30_Please_vs_Neytpoh_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,Neytpoh,n,Please,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID31_Stranik_vs_Neytpoh_on_Concealed_Hill_in_Winners'_Final_Map_2,Concealed Hill,Neytpoh,n,Dise,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID31_Stranik_vs_Neytpoh_on_Last_Refuge_in_Winners'_Final_Map_1,Last Refuge,Neytpoh,n,Dise,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID33_FeeLx_vs_MisterWinner_on_Last_Refuge_in_Losers_Round_6_Map_1,Last Refuge,MisterWinner,h,FeeLx,h
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID34_Please_vs_MisterWinner_on_Amazonia_in_Losers_round_7_Map_1,Amazonia,Please,n,MisterWinner,h
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID35_Stranik_vs_Please_on_Amazonia_in_Losers_Final_Map_1,Amazonia,Dise,n,Please,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID35_Stranik_vs_Please_on_Last_Refuge_in_Losers_Final_Map_2,Last Refuge,Please,n,Dise,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID35_Stranik_vs_Please_on_Northern_Isles_in_Losers_Final_Map_3,Northern Isles,Dise,n,Please,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID36_Neytpoh_vs_Stranik_on_Advantage_in_Grand_Final_Map_1,Advantage,Neytpoh,n,Dise,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID36_Neytpoh_vs_Stranik_on_Amazonia_in_Grand_Final_Map_2,Amazonia,Dise,n,Neytpoh,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID36_Neytpoh_vs_Stranik_on_Last_Refuge_in_Grand_Final_Map_4,Last Refuge,Neytpoh,n,Dise,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID36_Neytpoh_vs_Stranik_on_Northern_Isles_in_Grand_Final_Map_3,Northern Isles,Neytpoh,n,Dise,n
2020-11-23,Moscow Cybersport/Season 2/Qualifier 4#ID3_Neytpoh_vs_Deathnote_on_Amazonia_in_Round_of_32_Map_1,Amazonia,Neytpoh,n,Deathnote,h
2020-11-23,Pandaria Solo League/Season 3/Division 1#ID7_Ze1Ko_vs_InsoliTe_on_Amazonia_in_Regular_season_Week_2_Map_1,Amazonia,Ze1Ko,h,InsoliTe,u
2020-11-23,Pandaria Solo League/Season 3/Division 1#ID7_Ze1Ko_vs_InsoliTe_on_Echo_Isles_in_Regular_season_Week_2_Map_2,Echo Isles,Ze1Ko,h,InsoliTe,u
2020-11-23,SWE inhouse LAN/5#ID15_ThorZaIN_vs_LiiLD.C_on_Amazonia_in_Finals_Map_4,Amazonia,ThorZaIN,h,LiiLD.C,n
2020-11-23,SWE inhouse LAN/5#ID15_ThorZaIN_vs_LiiLD.C_on_Concealed_Hill_in_Finals_Map_2,Concealed Hill,ThorZaIN,h,LiiLD.C,n
2020-11-23,SWE inhouse LAN/5#ID15_ThorZaIN_vs_LiiLD.C_on_Echo_Isles_in_Finals_Map_3,Echo Isles,LiiLD.C,n,ThorZaIN,h
2020-11-23,SWE inhouse LAN/5#ID15_ThorZaIN_vs_LiiLD.C_on_Northern_Isles_in_Finals_Map_1,Northern Isles,ThorZaIN,h,LiiLD.C,n
2020-11-24,ESL Open Cup/43#ID10_Happy_vs_Inspired_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,Happy,u,Inspired,h
2020-11-24,ESL Open Cup/43#ID10_Happy_vs_Inspired_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,Happy,u,Inspired,h
2020-11-24,ESL Open Cup/43#ID11_LuTr_vs_aeb_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,Aeb,u,LuTr,o
2020-11-24,ESL Open Cup/43#ID11_LuTr_vs_aeb_on_Northern_Isles_in_Quarterfinals_Map_1,Northern Isles,Aeb,u,LuTr,o
2020-11-24,ESL Open Cup/43#ID12_MisterWinner_vs_Cement_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,Cement,u,MisterWinner,h
2020-11-24,ESL Open Cup/43#ID12_MisterWinner_vs_Cement_on_Northern_Isles_in_Quarterfinals_Map_2,Northern Isles,Cement,u,MisterWinner,h
2020-11-24,ESL Open Cup/43#ID13_Klemutz_vs_Sonik_on_Echo_Isles_in_Quarterfinals_Map_1,Echo Isles,Sonik,n,Klemutz,o
2020-11-24,ESL Open Cup/43#ID13_Klemutz_vs_Sonik_on_Twisted_Meadows_in_Quarterfinals_Map_2,Twisted Meadows,Sonik,n,Klemutz,o
2020-11-24,ESL Open Cup/43#ID14_Happy_vs_aeb_on_Last_Refuge_in_Semifinals_Map_2,Last Refuge,Happy,u,Aeb,u
2020-11-24,ESL Open Cup/43#ID14_Happy_vs_aeb_on_Northern_Isles_in_Semifinals_Map_1,Northern Isles,Happy,u,Aeb,u
2020-11-24,ESL Open Cup/43#ID15_Cement_vs_Sonik_on_Terenas_Stand_LV_in_Semifinals_Map_2,Terenas Stand LV,Sonik,n,Cement,u
2020-11-24,ESL Open Cup/43#ID15_Cement_vs_Sonik_on_Twisted_Meadows_in_Semifinals_Map_1,Twisted Meadows,Sonik,n,Cement,u
2020-11-24,ESL Open Cup/43#ID16_Happy_vs_Sonik_on_Last_Refuge_in_Finals_Map_3,Last Refuge,Happy,u,Sonik,n
2020-11-24,ESL Open Cup/43#ID16_Happy_vs_Sonik_on_Northern_Isles_in_Finals_Map_1,Northern Isles,Happy,u,Sonik,n
2020-11-24,ESL Open Cup/43#ID16_Happy_vs_Sonik_on_Twisted_Meadows_in_Finals_Map_2,Twisted Meadows,Happy,u,Sonik,n
2020-11-24,ESL Open Cup/43#ID2_Happy_vs_ManicTwig_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Happy,u,ManicTwig,o
2020-11-24,ESL Open Cup/43#ID3_Hipposaur_vs_Inspired_on_Echo_Isles_in_Round_of_16_Map_1,Echo Isles,Inspired,h,Hipposaur,h
2020-11-24,ESL Open Cup/43#ID4_Loiu_vs_LuTr_on_Twisted_Meadows_in_Round_of_16_Map_1,Twisted Meadows,LuTr,o,Loiu,o
2020-11-24,ESL Open Cup/43#ID6_MisterWinner_vs_Chaganaga_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,MisterWinner,h,Chaganaga,u
2020-11-24,ESL Open Cup/43#ID7_Cement_vs_SpiritLink_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,Cement,u,SpiritLink,o
2020-11-24,ESL Open Cup/43#ID8_Klemutz_vs_NickMoris_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,Klemutz,o,NickMoris,n
2020-11-24,ESL Pro Series Germany/2020/Season 2#ID55_ToD_vs_LongWalk_on_Echo_Isles_in_Group_B_Week_9_Map_2,Echo Isles,ToD,h,LongWalk,n
2020-11-24,ESL Pro Series Germany/2020/Season 2#ID55_ToD_vs_LongWalk_on_Terenas_Stand_LV_in_Group_B_Week_9_Map_1,Terenas Stand LV,ToD,h,LongWalk,n
2020-11-24,ESL Pro Series Germany/2020/Season 2#ID56_WaN_vs_JokeRn_on_Last_Refuge_in_Group_B_Week_9_Map_2,Last Refuge,WaN,u,JokeRn,n
2020-11-24,ESL Pro Series Germany/2020/Season 2#ID56_WaN_vs_JokeRn_on_Northern_Isles_in_Group_B_Week_9_Map_1,Northern Isles,WaN,u,JokeRn,n
2020-11-24,ESL Pro Series Germany/2020/Season 2#ID57_SpoKi_vs_RaGsen_on_Concealed_Hill_in_Group_B_Week_9_Map_2,Concealed Hill,SpoKi,h,RaGsen,o
2020-11-24,ESL Pro Series Germany/2020/Season 2#ID57_SpoKi_vs_RaGsen_on_Northern_Isles_in_Group_B_Week_9_Map_1,Northern Isles,RaGsen,o,SpoKi,u
2020-11-24,ESL Pro Series Germany/2020/Season 2#ID57_SpoKi_vs_RaGsen_on_Twisted_Meadows_in_Group_B_Week_9_Map_3,Twisted Meadows,RaGsen,o,SpoKi,u
2020-11-24,Pandaria Solo League/Season 3/Division 2#ID10_bATOu_vs_Totoro_on_Concealed_Hill_in_Regular_season_Week_3_Map_2,Concealed Hill,BATOu,h,Totoro,n
2020-11-24,Pandaria Solo League/Season 3/Division 2#ID10_bATOu_vs_Totoro_on_Echo_Isles_in_Regular_season_Week_3_Map_1,Echo Isles,BATOu,h,Totoro,n
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID11_XlorD_vs_Sonik_on_Last_Refuge_in_Group_C_Semifinals_Map_3,Last Refuge,XlorD,u,Sonik,n
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID11_XlorD_vs_Sonik_on_Northern_Isles_in_Group_C_Semifinals_Map_1,Northern Isles,XlorD,u,Sonik,n
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID11_XlorD_vs_Sonik_on_Twisted_Meadows_in_Group_C_Semifinals_Map_2,Twisted Meadows,Sonik,n,XlorD,u
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID16_VortiX_vs_ThorZaIN_on_Concealed_Hill_in_Group_D_Semifinals_Map_1,Concealed Hill,ThorZaIN,h,VortiX,u
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID16_VortiX_vs_ThorZaIN_on_Echo_Isles_in_Group_D_Semifinals_Map_2,Echo Isles,VortiX,u,ThorZaIN,h
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID16_VortiX_vs_ThorZaIN_on_Last_Refuge_in_Group_D_Semifinals_Map_3,Last Refuge,VortiX,u,ThorZaIN,h
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID1_Happy_vs_Paladyn_on_Concealed_Hill_in_Group_A_Semifinals_Map_2,Concealed Hill,Happy,u,Paladyn,n
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID1_Happy_vs_Paladyn_on_Northern_Isles_in_Group_A_Semifinals_Map_1,Northern Isles,Happy,u,Paladyn,n
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID6_HawK_vs_TGW_on_Amazonia_in_Group_B_Semifinals_Map_1,Amazonia,HawK,h,TGW,u
2020-11-25,DreamHack Open/2020/Winter Season/Europe#ID6_HawK_vs_TGW_on_Last_Refuge_in_Group_B_Semifinals_Map_2,Last Refuge,HawK,h,TGW,u
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID10_Saitama_vs_Turnaround_on_Echo_Isles_in_Round_of_32_Map_1,Echo Isles,Turnaround,h,Saitama,n
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID10_Saitama_vs_Turnaround_on_Terenas_Stand_LV_in_Round_of_32_Map_2,Terenas Stand LV,Turnaround,h,Saitama,n
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID11_Franzyzz_vs_ena1337_on_Amazonia_in_Round_of_32_Map_1,Amazonia,Franzyzz,o,Ena1337,o
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID11_Franzyzz_vs_ena1337_on_Last_Refuge_in_Round_of_32_Map_2,Last Refuge,Franzyzz,o,Ena1337,o
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID12_Sunny_vs_Helbisch_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,Helbisch,u,Sunny,h
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID12_Sunny_vs_Helbisch_on_Terenas_Stand_LV_in_Round_of_32_Map_2,Terenas Stand LV,Helbisch,u,Sunny,h
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID13_ActionMarc_vs_Blackrayman_on_Amazonia_in_Round_of_32_Map_2,Amazonia,ActionMarc,TBD,Blackrayman,u
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID13_ActionMarc_vs_Blackrayman_on_Last_Refuge_in_Round_of_32_Map_1,Last Refuge,ActionMarc,TBD,Blackrayman,u
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID14_Sonny_vs_philiwarrior_on_Last_Refuge_in_Round_of_16_Map_2,Last Refuge,Sonny,h,Philiwarrior,o
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID14_Sonny_vs_philiwarrior_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,Sonny,h,Philiwarrior,o
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID15_Nase_vs_ToX_on_Echo_Isles_in_Round_of_16_Map_2,Echo Isles,ToX,u,Nase,h
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID15_Nase_vs_ToX_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,ToX,u,Nase,h
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID16_PalleS_vs_SexySeaHorse_on_Amazonia_in_Round_of_16_Map_1,Amazonia,PalleS,h,SexySeaHorse,n
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID16_PalleS_vs_SexySeaHorse_on_Last_Refuge_in_Round_of_16_Map_2,Last Refuge,PalleS,h,SexySeaHorse,n
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID17_IzcoN_vs_Paxa_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Paxa,u,IzcoN,o
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID17_IzcoN_vs_Paxa_on_Northern_Isles_in_Round_of_16_Map_2,Northern Isles,Paxa,u,IzcoN,o
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID18_Hunt_vs_Shocky_on_Amazonia_in_Round_of_16_Map_2,Amazonia,Shocky,u,Hunt,h
2020-11-25,ESL Pro Series Germany/2021/Season 1/Qualifier 2#ID18_Hunt_vs_Shocky_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,Shocky,u,Hunt,h
